RestaurantName,Category,Pricing,Locality,DiningRating,DiningReviewCount,DeliveryRatingCount
Mama's,"North Indian, Chinese, Rolls, Fast Food",500," Rajinder Nagar, New Delhi",3.9,479,4806
The House Of Celeste,"North Indian, Beverages",1800,"  32nd Avenue, NH8, Gurgaon, Gurgaon",3.9,169,16
Dandy - The Fio Bar,"European, Bar Food, Italian",2000," Epicuria Food Mall, Nehru Place, New Delhi",3.9,62,5
Daddy Of Drinks,"North Indian, Chinese, Italian, Continental",1500," Bhikaji Cama Place, New Delhi",3.9,90,31
The Master Kitchen,"North Indian, Italian, Mexican, Fast Food, Beverages, Chinese",600," Sector 81, Faridabad",3.9,98,229
Adinath Foodie's Haven,North Indian,350," R K Puram, New Delhi",3.9,68,21
Rupa Ice Cream Parlour & Restaurant,"Desserts, Beverages, Ice Cream",300," Krishna Nagar, New Delhi",3.9,341,1489
Dhaba By Punjab,"North Indian, South Indian, Chinese, Mughlai, Kebab, Beverages",550," Indirapuram, Ghaziabad",3.9,247,3841
The Pint Room,"Finger Food, Italian",1600," Vasant Vihar, New Delhi",3.9,267,0
Baat Cheet Cafe,"Chinese, North Indian, Fast Food, Beverages, Sandwich, Pizza",500," Vaishali, Ghaziabad",3.9,150,264
Shree Rathnam,"South Indian, North Indian, Chinese",800," Rohini, New Delhi",3.9,432,4797
Punjabi Zaika,"North Indian, Chinese, Rolls",600," Pitampura, New Delhi",3.9,338,2930
Rimpy Gold,"North Indian, Mughlai, Kebab",800," Malviya Nagar, New Delhi",3.9,448,29
Tee Dee,"Tibetan, Chinese, Momos, North Indian",500," Majnu ka Tila, New Delhi",3.9,857,0
Bean Sahab,"Cafe, Fast Food, Beverages",650," Safdarjung, New Delhi",3.9,51,56
Punjabi Tadka,"North Indian, Mughlai, Chinese, Fast Food",400," Sector 19, Faridabad",3.9,355,9953
Butter Berry,"Desserts, Fast Food, Beverages",500," Crossing Republik, Ghaziabad",3.9,136,503
Kingdom Of Momos,"Chinese, Momos, Rolls, North Indian",450," Sector 7, Dwarka, New Delhi",3.9,83,196
Oye! Punjab,"North Indian, Mughlai, Chinese, Kebab",1100," Sector 10, Dwarka, New Delhi",3.9,460,2628
New Anand Sagar,"Street Food, Fast Food, North Indian, South Indian, Desserts",300," Shahdara, New Delhi",3.9,413,26400
Nook,"Modern Indian, Continental, Italian, Asian",2100," Aloft, Aerocity, New Delhi",3.9,192,3
Spicy Duck - Taj Palace,Asian,4000," Taj Palace, Chanakyapuri, New Delhi",3.9,116,0
Zara Chakh Lo,"North Indian, Chinese, Mughlai, Beverages",700," Saket, New Delhi",3.9,92,239
Da' Pizza Planet,"Pizza, Pasta, Fast Food",600," Janakpuri, New Delhi",3.9,499,2691
Kimono,"Asian, Japanese, Beverages",2500," Chanakya Mall, Chanakyapuri, New Delhi",3.9,146,20
Thrive Restaurant,"North Indian, Chinese, Continental, Mughlai, Beverages",1100," Vasant Kunj, New Delhi",3.9,98,1029
Bangla Sweet House,"Mithai, Street Food, North Indian",200," Gole Market, New Delhi",3.9,327,6067
Waffle Me Up,"Desserts, Fast Food, Beverages",350," Sector 7, Dwarka, New Delhi",3.9,141,1667
Nine 11,"North Indian, Chinese, Beverages",800," Rohini, New Delhi",3.9,109,121
Amigo's Hub,"Cafe, Fast Food, Pizza, Wraps, Beverages",400," Satyaniketan, New Delhi",3.9,547,51
Gopal Sweets Corner,"Mithai, Street Food",200," Kamla Nagar, New Delhi",3.9,255,4826
Stormborn,"Cafe, Continental, Fast Food, Desserts, Beverages",1000," Sector 16, Faridabad",3.9,81,33
Juniper Bar - Andaz Delhi,"North Indian, European",1500," Andaz Delhi, Aerocity, New Delhi",3.9,97,0
Daddy Of Tastes,"North Indian, Chinese, Mughlai, Continental, Desserts",1700," Sector 29, Gurgaon",3.9,104,19
Darbar,"North Indian, South Indian, Chinese, Fast Food, Street Food",700," Paharganj, New Delhi",3.9,359,0
Sahi Dawaat,"North Indian, Chinese",1500," Omega 2, Greater Noida",3.9,280,0
Spice N Ice,"North Indian, Mughlai, Chinese, Continental, Fast Food, Beverages",1200," Karkardooma, New Delhi",3.9,156,98
Asian Flavours By Chef Jajos,"Chinese, Thai, Japanese",1000," Baani Square, Sector 50, Gurgaon",3.9,88,151
Abar Khabo,"Bengali, Rolls",600," Qutab Plaza, DLF Phase 1, Gurgaon",3.9,299,3208
Tandoori Garh,"Chinese, North Indian, Rolls",700," Golf Course Extension, Gurgaon",3.9,120,48
Dalgrak,"Korean, Desserts",700," Lajpat Nagar 4, New Delhi",3.9,65,59
Desian: Proudly Vegetarian,"North Indian, Chinese",550," Sector 81, Faridabad",3.9,60,684
Jhatpat,"North Indian, Chinese",600," Yusuf Sarai, New Delhi",3.9,173,5088
EBISU Fine Japanese Cuisine,"Japanese, Sushi",1700," Sector 54, Gurgaon",3.9,116,351
Annakoot,"Chinese, North Indian, South Indian, Fast Food, Street Food",500," Vikas Marg, New Delhi",3.9,69,152
Yi Jing,"Chinese, Asian",2200," Sheraton New Delhi Hotel, Saket, New Delhi",3.9,38,0
Grover Sweets,"Mithai, North Indian, Fast Food, Chinese, Momos",400," Subhash Nagar, New Delhi",3.9,304,4151
Shagun Sweets,"Mithai, Street Food",200," Ambedkar Road, Ghaziabad",3.9,126,152
The Highbrooks Cafe,Beverages,500," SDA, New Delhi",3.9,4,68
Whiz Cafe,"Cafe, Fast Food, Desserts, Beverages",800," Greater Kailash 2 (GK2), New Delhi",3.9,60,43
Kallu Nihari,Mughlai,200," Daryaganj, New Delhi",3.9,181,2
Truffle Story,"Bakery, Desserts, Beverages",300," Chittaranjan Park, New Delhi",3.9,90,521
Hashtag Foods,"Burger, Pizza, Pasta, Chinese, Sandwich, Fast Food, Desserts, Beverages",500," Janakpuri, New Delhi",3.9,751,15700
Shilloi Restaurant,Naga,600," Safdarjung, New Delhi",3.9,95,798
Moh Maya Cafe,"North Indian, Continental, Chinese, Italian, Lebanese, Momos",1000," Delhi University-GTB Nagar, New Delhi",3.9,843,114
Red Hot - The Asian Kitchen,"Asian, Chinese, Japanese, Thai",1400," Sushant Lok, Gurgaon",3.9,458,2440
Cafe 24 - Hotel City Park,"Continental, North Indian, Chinese",1200," Hotel City Park, Pitampura, New Delhi",3.9,330,0
Khawesome Cafe,"Cafe, Continental, North Indian, Chinese, Mughlai, Desserts, Beverages",1000," Janakpuri, New Delhi",3.9,106,297
Rama Bhojnalaya Since 1975,North Indian,300," Sector 7, Faridabad",3.9,257,8567
Amritsari Kulcha Sardar Ji,"North Indian, Beverages, Street Food",350," Pitampura, New Delhi",3.9,230,1180
Sheikh Chang Singh,"Rolls, Momos, North Indian, Lebanese, Beverages",500," Hauz Khas, New Delhi",3.9,127,816
Ambersari Dhaba,North Indian,450," Lajpat Nagar 1, New Delhi",3.9,158,201
Kumar Hotel,"North Indian, Mughlai, Beverages",500," Moti Nagar, New Delhi",3.9,245,30
Chill'm Bar N Cafe,"North Indian, Italian, Chinese, Continental",600," Kamla Nagar, New Delhi",3.9,457,483
Moti Mahal,"North Indian, Chinese, Mughlai",1100," Daryaganj, New Delhi",3.9,1094,6
NYC Central & Co,"American, Fast Food, Beverages",500," Sector 37, Noida",3.9,161,192
Bikaner Express,"North Indian, Chinese, Fast Food, South Indian, Street Food, Mithai, Beverages",600," Sector 9, Dwarka, New Delhi",3.9,103,480
Milan Sweet House,"North Indian, Fast Food, South Indian, Chinese, Mithai, Street Food",400," Sector 10, Faridabad",3.9,706,23900
Pizzalicious,"Pizza, Fast Food",600," Karkardooma, New Delhi",3.9,257,8606
Amritsari Chaap Corner,"North Indian, Rolls",300," Karol Bagh, New Delhi",3.9,402,222
Kashyap Chole Kulche,North Indian,250," Sector 21, Faridabad",3.9,151,3925
Mysore Cafe,South Indian,200," India Gate, New Delhi",3.9,83,1
Darjeeling Fast Food,"Chinese, Fast Food, Momos",150," NIT, Faridabad",3.9,197,789
Snacker's Cup,"Fast Food, Desserts, Chinese",300," Indirapuram, Ghaziabad",3.9,70,34
4S Chinese Restaurant,"Chinese, Asian",700," Defence Colony Main Market, Defence Colony, New Delhi",3.9,272,20
Jaiveer Naan & Chaap,"North Indian, Mughlai",300," Paschim Vihar, New Delhi",3.9,670,25400
Oh! Assam,"Assamese, Naga",400," Safdarjung, New Delhi",3.9,178,1209
Gayway Bakers,"Bakery, Fast Food, Desserts",350," Rajouri Garden, New Delhi",3.9,264,20
Pizza Workshop,"Pizza, Fast Food, Beverages",500," Chander Nagar, New Delhi",3.9,130,1787
Southy,South Indian,400," Connaught Place, New Delhi",3.9,157,3101
South Indian Cafe,"South Indian, Chinese",300," Vikaspuri, New Delhi",3.9,267,0
The Baking Paradise,"Chinese, Fast Food, Bakery, Desserts",400," Vasant Kunj, New Delhi",3.9,164,391
Chimney Sizzlers,"Chinese, Fast Food, Asian, Momos, Tibetan",700," Yashwant Place Commercial Complex, Chanakyapuri, New Delhi",3.9,379,1084
Royal Kitchen,"North Indian, Chinese, Mughlai, Biryani",600," Knowledge Park, Greater Noida",3.9,180,3646
Jack 'n' Chill - All American Creamery,"Fast Food, Sandwich, Desserts, Beverages",500," Greater Kailash 1 (GK1), New Delhi",3.9,382,2229
Friends Restaurant,North Indian,300," Rajinder Nagar, New Delhi",3.9,436,14100
Ramji Di Hatti & Caterers,"North Indian, Chinese, Fast Food",450," Mayapuri Phase 2, New Delhi",3.9,234,3157
OKO - A Pan Asian Destination - The Lalit New Delhi,"Japanese, Thai, Chinese",4500," The Lalit New Delhi, Barakhamba Road, New Delhi",3.9,70,0
Sagar Chole Bhature,"Street Food, North Indian",150," Tilak Nagar, New Delhi",3.9,170,1827
Pizza And More,"Pizza, Fast Food",400," Sector 45, Noida",3.9,231,3990
Tee Pee O Restaurant,"North Indian, Mughlai, Biryani",650," Connaught Place, New Delhi",3.9,253,79
Mr. Sandwiches,"Sandwich, Fast Food, Beverages",300," Sector 22, Gurgaon",3.9,273,4014
De Cakery,"Bakery, Desserts",600," South Point Mall, Golf Course Road, Gurgaon",3.9,83,28
Beliram Degchiwala,"North Indian, Mughlai, Chinese",1000," Malviya Nagar, New Delhi",3.9,495,3935
Monga Sweets,"Mithai, North Indian, Street Food",350," Subhash Nagar, New Delhi",3.9,308,8734
Pizza Galleria,"Pizza, Fast Food, Beverages",400," Shalimar Bagh, New Delhi",3.9,156,4682
The Spot,Chinese,500," Karol Bagh, New Delhi",3.9,317,0
Shree Manakamna Fast Food,"Chinese, Momos",300," Laxmi Nagar, New Delhi",3.9,198,3
Your's Chole Bhature,"North Indian, Street Food",300," Sector 7, Dwarka, New Delhi",3.9,4,68
Ice N Fire,"Chinese, North Indian, Mughlai, Beverages, Desserts",500," Alpha 2, Greater Noida",3.9,6,48
Cafe Rouge - Ramada,"Italian, Continental, South Indian, North Indian, Asian, European, Desserts, Beverages",1500," Ramada Gurgaon Central, Sector 44, Gurgaon",3.9,309,1
Rigo Bistro,"Continental, Momos, Salad, Thai, Chinese, Italian, Beverages, Desserts",1000," Majnu ka Tila, New Delhi",3.9,174,0
The Bibimbab - Myung Ga,Korean,2200," South Point Mall, Golf Course Road, Gurgaon",3.9,108,346
Vaishno Corner,North Indian,300," Azadpur, New Delhi",3.9,288,1900
Crispy Bites,"Chinese, North Indian, Momos, Rolls",400," Rohini, New Delhi",3.9,421,9797
Dhannuram Sweets & Restaurant,"North Indian, Street Food, South Indian, Chinese",500," Loni, Ghaziabad",3.9,242,1
Cuoco,"Fast Food, Pizza",400," Prashant Vihar, New Delhi",3.9,9,3
Veerji Malai Chaap Wale,"North Indian, Rolls",400," Rohini, New Delhi",3.9,248,3302
The Kathi Rolls,"Rolls, Fast Food",400," Sector 31, Gurgaon",3.9,216,3252
Loving Hut - The Vegan Paradise,"North Indian, Fast Food, Chinese, Healthy Food, Italian, Continental",500," South City 1, Gurgaon",3.9,62,371
Adyar Ananda Bhavan,"South Indian, North Indian, Chinese, Fast Food, Beverages, Street Food",500," Green Park, New Delhi",3.9,611,923
Town Darbar,"North Indian, Chinese, Mughlai, Beverages",650," NIT, Faridabad",3.9,166,1195
New Durga Dosa Corner,"South Indian, Chinese",300," Paschim Vihar, New Delhi",3.9,461,18800
Mr. Diet,"Healthy Food, Fast Food, Continental, American",700," Kamla Nagar, New Delhi",3.9,272,5099
Champaran Meat House,North Indian,500," Janakpuri, New Delhi",3.9,266,1536
Oberoi Dhaba,"North Indian, Mughlai",400," Mehrauli, New Delhi",3.9,262,943
Swamy Dosa,South Indian,300," Sector 5, Dwarka, New Delhi",3.9,169,2617
Nagpal's,"Street Food, North Indian",150," Lawrence Road, New Delhi",3.9,187,1309
Anupam Restaurant & Cafe,"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",600," Sector 28, Faridabad",3.9,394,2100
Hotel Krishna Sagar,"South Indian, North Indian, Chinese, Fast Food",600," Raj Nagar, Ghaziabad",3.9,358,5088
The Mask Cafe & Lounge,"Cafe, Chinese, North Indian, Italian",850," Crossing Republik, Ghaziabad",3.9,284,2115
The Ark,"Finger Food, North Indian, Fast Food, Beverages",1600," Sector 56, Gurgaon",3.9,197,0
Oasis Baklawa,"Bakery, Desserts, Fast Food, Beverages",500," Paschim Vihar, New Delhi",3.9,247,1932
Emperor's Lounge - The Taj Mahal Hotel,Cafe,2500," The Taj Mahal Hotel, Mansingh Road, New Delhi",3.9,113,0
Bites And Brew,"Chinese, Fast Food, Salad, Burger, Pizza, Wraps, Beverages",500," Vikaspuri, New Delhi",3.9,142,10
Chevron,"Continental, European, Asian",3000," Gwal Pahari, Gurgaon",3.9,167,3
Rajshree Restaurant,"North Indian, Chinese, Fast Food",800," Krishna Nagar, New Delhi",3.9,377,5256
Boh•me - Best Of Hudson,"Cafe, Continental, North Indian, Italian, Chinese, Street Food, Fast Food, Beverages",850," Delhi University-GTB Nagar, New Delhi",3.9,196,2
Rubaab Restaurant,"North Indian, Chinese, Mughlai",600," Gamma 1, Greater Noida",3.9,404,9884
Food Sixteen,"North Indian, Chinese",500," Shalimar Bagh, New Delhi",3.9,306,1769
Raifu Tei - Dia Park Premier,Japanese,1200," Dia Park Premier, Sector 29, Gurgaon, Gurgaon",3.9,55,82
Shaan E Awadh,"North Indian, Mughlai, Chinese",700," Mukherjee Nagar, New Delhi",3.9,128,729
Apsara Restaurant,"Fast Food, North Indian, Desserts",450," Rohini, New Delhi",3.9,621,8865
Cafe - Hyatt Regency,"Fast Food, Continental, North Indian",3500," Hyatt Regency, Bhikaji Cama Place, New Delhi",3.9,364,31
Cascades - The Grand New Delhi,"North Indian, Continental, Asian",3200," The Grand New Delhi, Vasant Kunj, New Delhi",3.9,272,16
Blooms - Eros Hotel,"Continental, North Indian, Asian, European",3500," Eros Hotel, Nehru Place, New Delhi",3.9,323,0
Game Of Momos,"Momos, North Indian, Mughlai, Chinese, Rolls",300," Raja Garden, New Delhi",3.9,141,1508
Tmos Moving Feast,"Chinese, North Indian, Momos",550," Sector 17, Faridabad",3.9,285,4923
The Dhokla House,Gujarati,150," Ardee City, Gurgaon",3.9,108,844
Bohemia,"North Indian, Chinese, Continental, Italian",850," The Grand Venice Mall, Jaypee Greens, Greater Noida, Greater Noida",3.9,217,214
Dragon Noodles,"Chinese, Fast Food, Momos",600," Vaishali, Ghaziabad",3.9,316,6537
After Office,"North Indian, Continental, Chinese, Fast Food, Beverages",700," MG Road, Gurgaon",3.9,209,9
Savory Cafe & Restaurant,"North Indian, Chinese, Kebab, Mughlai, Fast Food",800," Chi 4, Greater Noida",3.9,241,4156
Cafe Junk,"Cafe, Burger, Italian, Fast Food",500," Mayur Vihar Phase 2, New Delhi",3.9,105,791
Bounce Lounge And Bar,"North Indian, Chinese, Italian, Continental",1600," Rajouri Garden, New Delhi",3.9,86,0
The Burger Company,"Burger, Fast Food, Beverages, Cafe",250," Sector 50, Gurgaon",3.9,120,284
Momo Nation Cafe,"Chinese, Fast Food, North Indian, Rolls, Momos, Beverages",300," Tagore Garden, New Delhi",3.9,56,136
Tera Hotel,North Indian,350," Karol Bagh, New Delhi",3.9,317,1769
Chaska 18,"Chinese, Fast Food, North Indian",450," Sector 18, Noida",3.9,333,6693
Ye Old Bakery - The Claridges,"Bakery, Desserts",1000," The Claridges, Aurangzeb Road, New Delhi",3.9,106,0
Baljee Restaurant,"Street Food, Mithai, Beverages",200," Sadar Bazar, Gurgaon",3.9,182,1
Online Cake,Bakery,450," Gaur City 1, Greater Noida",3.9,143,623
Cake Inventor,"Desserts, Bakery",500," DLF Phase 4, Gurgaon",3.9,116,948
Zizo,"Lebanese, North Indian, Mughlai, Biryani, Tex-Mex",1600," DLF Mall of India, Sector 18,  Noida, Noida",3.9,1061,379
Chawla Dillivala,"Raw Meats, North Indian, Chinese",600," Sector 43, Faridabad",3.9,215,4558
BonJuz,"Healthy Food, Fast Food, Beverages, Juices",600," Spark Mall, Kamla Nagar, New Delhi",3.9,8,61
Annapurna Pure Veg,"North Indian, Chinese",500," NIT, Faridabad",3.9,322,15100
Tite Da Dhaba,North Indian,500," Rajouri Garden, New Delhi",3.9,182,1464
Pizza Inn,"Pizza, Fast Food",400," Sector 7, Dwarka, New Delhi",3.9,191,2615
Aggarwals,"Street Food, Fast Food, Chinese, Beverages, Desserts, Mithai",200," Central Market, Lajpat Nagar 2, New Delhi",3.9,127,1001
The Hot Pizza,"Pizza, Fast Food",400," Sector 63, Noida",3.9,220,1574
Singh's Vada Pav,"Street Food, Fast Food",150," Delhi University-GTB Nagar, New Delhi",3.9,134,1699
Chai Garam,"Beverages, Fast Food, Tea",300," Malviya Nagar, New Delhi",3.9,164,422
What A Comic Show,"Continental, Italian, Chinese, Pizza, Beverages",1200," Greater Kailash 2 (GK2), New Delhi",3.9,518,139
Bite Bikaner,"North Indian, Chinese, Kebab",600," Janakpuri, New Delhi",3.9,340,1083
3 Storey,"North Indian, Cafe, Italian, Beverages, Chinese",600," Sector 15, Gurgaon",3.9,152,423
Connexions - Crowne Plaza,North Indian,2500," Crowne Plaza, Sector 29, Gurgaon",3.9,132,0
Haryana Sweets & Restaurant,"North Indian, South Indian, Chinese, Mithai",400," Pandav Nagar, New Delhi",3.9,216,6885
Jay Bhavani Vadapav,"Street Food, Fast Food, Sandwich",300," Supermart 1, DLF Phase 4, Gurgaon",3.9,86,1537
Poornatva Organic Cafe,"Cafe, Italian, Bakery, Desserts",1000," Sector 110, Noida",3.9,122,128
Saio Pizzeria & Cafe,"Italian, Pizza, Beverages",1100," Kailash Colony, New Delhi",3.9,47,0
Sugar Magik,"Cafe, Fast Food, Pizza, Desserts, Beverages",500," Sector 72, Noida",3.9,75,64
The Breakfast Club,"Cafe, North Indian, Continental",800," DLF Galleria, DLF Phase 4, Gurgaon",3.9,336,3774
Not Just Pizzas,"Pizza, Fast Food",600," Sector 7, Dwarka, New Delhi",3.9,447,8594
Bakington,"Bakery, Fast Food, Chinese, Momos, Desserts, Beverages",500," Janakpuri, New Delhi",3.9,369,2012
Zayka Delhi-6,"North Indian, Mughlai, Rolls, Biryani",550," Subhash Nagar, New Delhi",3.9,213,5192
Shri Kanha Restaurant,North Indian,500," Beta 1, Greater Noida",3.9,191,1100
Mutton King,"North Indian, Mughlai",700," Golf Course Road, Gurgaon",3.9,7,899
Vaishnav Chat & Caterers,"Street Food, North Indian",400," Pitampura, New Delhi",3.9,158,32
Chic Fish,"North Indian, Chinese, Mughlai",850," Malviya Nagar, New Delhi",3.9,539,3316
Himalayan Restaurant,"Tibetan, Chinese, Thai",800," Majnu ka Tila, New Delhi",3.9,330,122
More Than Paranthas,"North Indian, Rajasthani",500," Crown Plaza Mall, Sector 15, Faridabad, Faridabad",3.9,445,2161
Mini Mughal,"North Indian, Mughlai",1200," Greater Kailash 2 (GK2), New Delhi",3.9,344,161
The Tandoor,"North Indian, Mughlai",700," Green Park, New Delhi",3.9,186,919
Dil Pasand Biryani Point,Biryani,300," Jama Masjid, New Delhi",3.9,192,0
Bakeburry,"Bakery, Desserts, Fast Food",400," Hauz Khas, New Delhi",3.9,91,821
The Chef Restaurant,"Chinese, Momos, Naga, Tibetan",500," Safdarjung, New Delhi",3.9,180,1881
Bhai Ji Shawarma,"Lebanese, Fast Food",300," DLF Phase 5, Gurgaon",3.9,166,5861
Doner And Gyros,"Fast Food, Wraps, Kebab, Lebanese, Salad, Mexican, Beverages",400," Worldmark 1, Aerocity, New Delhi",3.9,212,119
Radhey Shyam Choley Bhature,North Indian,200," Sector 18, Noida",3.9,62,2494
Pizza On Wheels,Pizza,300," Sector 6, Dwarka, New Delhi",3.9,97,0
New Angaar Hyderabadi Cuisine,"Hyderabadi, Chinese, Iranian",750," Karol Bagh, New Delhi",3.9,343,1984
RP's Standard Punjabi Khana,"North Indian, Chinese, Beverages",500," NIT, Faridabad",3.9,519,11400
Cafe Red,"Cafe, Italian, Sandwich, Salad, Fast Food, Beverages",900," Shahpur Jat, New Delhi",3.9,381,70
Miam,"Bakery, Desserts",800," Lado Sarai, New Delhi",3.9,128,78
The Hipsters Cafe,"Cafe, Chinese, Fast Food, Beverages",500," Raj Nagar, Ghaziabad",3.9,319,563
Chaska- Malai Chaap Wale,"North Indian, Rolls",300," Amrapali Dream Valley, Greater Noida",3.9,180,845
Above & Beyond,"North Indian, Chinese, Mughlai, Continental, Beverages, Kebab",1200," Kirti Nagar, New Delhi",3.9,290,236
Six Degree Cakes And Coffees,"Bakery, Fast Food, Desserts, Beverages",500," Safdarjung, New Delhi",3.9,202,3374
Polka,"Bakery, Fast Food, Chinese, Beverages",400," Uttam Nagar, New Delhi",3.9,284,3584
Gupha Restaurant,"North Indian, Chinese, Mughlai",600," Ballabhgarh, Faridabad",3.9,276,969
Namaste Punjab,"North Indian, Chinese, Mughlai",700," Indirapuram, Ghaziabad",3.9,141,1177
