RestaurantName,Category,Pricing,Locality,DiningRating,DiningReviewCount,DeliveryRatingCount
Peshawari Chicken Corner,North Indian,500," Karol Bagh, New Delhi",4,298,3442
Mughal Darbar,"North Indian, Mughlai",650," Punjabi Bagh, New Delhi",4,329,2220
Bamboo Hut,Naga,600," Mukherjee Nagar, New Delhi",4,290,2716
VU The Penthouse Bar,"Modern Indian, European, Asian, Italian, Beverages",1200," Nehru Place, New Delhi",4,111,0
Uncle's,"North Indian, Mughlai, Chinese",600," Sector 11, Noida",4,302,2879
Fit Food 27,"Healthy Food, Fast Food, Beverages",350," Sector 27, Noida",4,175,1695
Rule The Rolls,"Rolls, North Indian, Kebab, Beverages",350," Sector 15, Gurgaon",4,128,649
Choko La,"Bakery, Desserts",400," Khan Market, New Delhi",4,435,158
Pizza81,"Pizza, Fast Food",500," Preet Vihar, New Delhi",4,443,7264
Wok To Walk,"Chinese, Asian, Beverages",500," Defence Colony Main Market, Defence Colony, New Delhi",4,595,2171
Kasbah Forum,"North Indian, Mughlai",2400," Greater Kailash 2 (GK2), New Delhi",4,102,20
Jhakkas Pav Bhaji Mumbai Wala,"Street Food, South Indian",300," Rohini, New Delhi",4,450,5073
The Delhi Munchery,"North Indian, Mughlai, Lebanese, Fast Food",500," Mayur Vihar Phase 1, New Delhi",4,286,5053
Madras Cafe,"South Indian, Chinese",300," Rohini, New Delhi",4,377,11100
Box Of Cake,"Bakery, Fast Food, Desserts, Beverages",450," Sector 35, Faridabad",4,239,2328
Burger Ji,"Burger, Fast Food, Beverages",300," Sector 49, Gurgaon",4,297,4819
Fuchsia Bakery & Patisserie,"Bakery, Desserts",300," Baani Square, Sector 50, Gurgaon",4,235,203
Garage Inc.,"Continental, American, Italian, Salad",2400," Hauz Khas Village, New Delhi",4,1121,341
DeliBombay Cafe & Delicatessen,"Cafe, Fast Food, Desserts, Beverages, Italian",1000," Community Centre, New Friends Colony, New Delhi",4,221,130
Crops & Curries,"North Indian, Chinese, Mediterranean, Italian",1000," Raj Nagar, Ghaziabad",4,304,299
Your's Pizza,"Pizza, Fast Food, Pasta",500," Raj Nagar, Ghaziabad",4,758,9427
Apni Rasoi,"North Indian, Chinese, Momos, Desserts, Beverages",500," Mukherjee Nagar, New Delhi",4,664,1700
Fu.D,"Continental, Beverages, Sandwich, North Indian, Fast Food",350," Sushant Lok, Gurgaon",4,319,8447
Manohar Cakes & Bikaneri,"Mithai, Bakery, Fast Food, Chinese",300," Vijay Nagar, New Delhi",4,383,3847
Aggarwal Sweet India,"Mithai, Street Food",200," Mukherjee Nagar, New Delhi",4,293,7593
Sir John Bakery Cafe,"Bakery, Fast Food, Chinese, Beverages",400," Indirapuram, Ghaziabad",4,295,2160
Jacket Aloo,"Fast Food, Rolls, Burger, Pizza, Sandwich, Pasta, Beverages",500," Rodeo Drive, Sector 49, Gurgaon, Gurgaon",4,116,350
Suvidha Vegetarian,North Indian,450," Daryaganj, New Delhi",4,211,104
Pizza AH!,"Pizza, Fast Food, Beverages",500," Palam, New Delhi",4,178,198
The Chinese Kitchen,"Chinese, Seafood, Thai",900," Sector 15, Gurgaon",4,272,4854
Paatra - Jaypee Siddharth,North Indian,3500," Jaypee Siddharth, Rajendra Place, New Delhi",4,244,0
Hyjack,"Asian, Continental, North Indian",1800," Safdarjung, New Delhi",4,435,4
Singh Ching,"North Indian, Mughlai, Asian",1000," Delhi University-GTB Nagar, New Delhi",4,697,6026
Heaven's Kitchen,"North Indian, Chinese, Biryani, Mughlai, Rolls, Momos, Fast Food, Beverages",400," Kalkaji, New Delhi",4,407,6881
Pizza Hut,"Pizza, Fast Food, Desserts",400," Ansal Plaza Mall, Palam Vihar, Gurgaon",4,299,2026
New Punjabi Dhaba,North Indian,350," Rohini, New Delhi",4,384,16500
Paatra - Jaypee Greens Golf & Spa Resort,North Indian,3500," Jaypee Greens Golf & Spa Resort, Surajpur, Greater Noida",4,157,0
1440 - 24 Hrs Cafe,"Kebab, BBQ, Middle Eastern, North Indian",1800," Park Inn by Radisson, Lajpat Nagar 4, New Delhi",4,150,14
The Cake House,"North Indian, Bakery",300," Sector 72, Noida",4,98,703
Desi Corridor,"North Indian, Chinese, Fast Food",800," Sector 53, Gurgaon",4,165,148
Open Oven Bakehouse,"Bakery, Desserts, Fast Food, Beverages",600," Greater Kailash 2 (GK2), New Delhi",4,470,2307
K.K. Family Restaurant,"Chinese, North Indian, Mughlai",500," Tagore Garden, New Delhi",4,299,5882
Big Bake,"Chinese, Fast Food, Bakery",600," Pitampura, New Delhi",4,397,0
The Oberoi Patisserie And Delicatessen,"Bakery, Desserts, Fast Food",2000," The Oberoi, Udyog Vihar, Gurgaon",4,77,0
Scoops,"Pizza, Burger, Fast Food, Ice Cream, Desserts, Beverages",400," Uttam Nagar, New Delhi",4,760,17100
Momo Queen,"Momos, Tibetan, Chinese",500," Vasant Kunj, New Delhi",4,371,6842
Muttu South Indian Anna,"South Indian, Chinese",300," Lajpat Nagar 4, New Delhi",4,216,0
Inferno Brewpub,"North Indian, Chinese, Continental, Italian",1800," Sector 29, Gurgaon",4,305,0
Invitation Restaurant,"North Indian, Fast Food, Chinese, South Indian",600," Sector 86, Faridabad",4,317,7210
Wok Me,"Chinese, Asian",600," Hauz Khas, New Delhi",4,521,6193
Patiala Shahi,"North Indian, Mughlai",650," Rohini, New Delhi",4,465,4940
Tobiko By Enoki,"Asian, Chinese, Japanese, Thai, Sushi, Poké",1000," DLF Phase 4, Gurgaon",4,148,508
Freedom Corner,"Chinese, Tibetan, Momos, Nepalese, Seafood",600," Safdarjung, New Delhi",4,249,7826
Flavours Of Southwala,"South Indian, Fast Food, Chinese, Beverages",500," Laxmi Nagar, New Delhi",4,181,679
La Brezza - Jaypee Greens Golf & Spa Resort,Italian,3000," Jaypee Greens Golf & Spa Resort, Surajpur, Greater Noida",4,129,0
Ashirwad Restaurant,"North Indian, South Indian, Chinese, Beverages",700," Sector 16, Faridabad",4,474,3075
Nosher's Kitchen,"Fast Food, Chinese, North Indian",900," Gaur City 1, Greater Noida",4,378,3016
Tsui Wong,"Thai, Asian, Chinese",800," East Patel Nagar, New Delhi",4,271,1084
Gigi Bistro Indiano,"North Indian, Mediterranean, Asian, Chinese, Italian",1600," DLF Phase 3, Gurgaon",4,92,14
The Royale,"North Indian, Continental, Chinese",1400," Hajipur, Noida",4,154,8
Malhotra's Zayeeka,"North Indian, Mughlai, Chinese, Momos, Rolls",500," Moti Nagar, New Delhi",4,323,10500
Foodelicious,"North Indian, Chinese, Mughlai, Momos",500," Sector 56, Noida",4,448,15200
Tau's Cafe & Lassi Bar,"North Indian, Fast Food, Rolls, Chinese, Beverages",450," Ansal Plaza Mall, Palam Vihar, Gurgaon",4,518,5549
For God's Cake,"Bakery, Street Food, Fast Food",300," Paschim Vihar, New Delhi",4,220,1114
Khan's Kathi Rolls,"Rolls, Hyderabadi, Chinese",300," Gamma 1, Greater Noida",4,305,9788
Laddu Gopal,"North Indian, Chinese",400," Old Railway Road, Gurgaon",4,327,9788
A One Chicken Biryani Corner,"Biryani, Mughlai",400," NIT, Faridabad",4,221,7554
Twist of Italy,"Italian, Fast Food, Beverages",350," Sector 37, Faridabad",4,244,385
The Tomato Restaurant,"North Indian, Rajasthani, Sandwich",400," DLF Phase 4, Gurgaon",4,127,1683
Namcha,"Naga, Nepalese, Tibetan",500," Vasant Kunj, New Delhi",4,87,258
Nutritious Nation,"Healthy Food, Sandwich, Burger, Continental",500," Greater Kailash 2 (GK2), New Delhi",4,651,15600
Gopal Foods,"North Indian, Chinese",350," Kamla Nagar, New Delhi",4,509,5127
Serve,"Fast Food, Beverages",500," Sector 37, Noida",4,280,1481
Baked Pizza & Co.,"Pizza, Italian, Beverages, Pasta",700," Greater Kailash 1 (GK1), New Delhi",4,177,494
Wraps Kathi Rolls,"Rolls, Wraps, Chinese, Lebanese, Fast Food",300," Karol Bagh, New Delhi",4,345,4498
Kathi Junction,"Rolls, North Indian, Biryani, Beverages",500," MSX Mall, Jaypee Greens, Greater Noida, Greater Noida",4,302,12900
The Waffle House,"Desserts, Fast Food",600," Raj Nagar, Ghaziabad",4,252,2474
Cafe NYC Queens,"Beverages, Coffee, Continental",500," Kalkaji, New Delhi",4,236,595
Hungry Chow,"Chinese, Thai",400," Sector 45, Noida",4,169,2014
Pizzaiolo,"Italian, Pizza, Pasta, Salad, Desserts",500," Sector 49, Gurgaon",4,101,368
Swastik Pure Veg,"North Indian, Chinese",500," Sector 23, Dwarka, New Delhi",4,120,1719
Cannoli Royale,"Bakery, Fast Food, Desserts",500," Paschim Vihar, New Delhi",4,93,144
Nazim's Kathi Roll,"Rolls, Burger, Momos, North Indian",450," Sector 14, Gurgaon",4,478,4262
China Chowk,"Chinese, Fast Food, Momos",350," West Patel Nagar, New Delhi",4,475,4501
Nukkadwala,"Fast Food, Street Food, Beverages",400," Sohna Road, Gurgaon",4,454,4774
A One Chicken Biryani,"Salad, Beverages",250," Janakpuri, New Delhi",4,250,5781
Shish Shawarma,"Arabian, Fast Food, Pizza, Beverages",400," Community Centre, New Friends Colony, New Delhi",4,244,4395
Wah! Amritsar,"North Indian, Mughlai, Chinese",500," Supermart 2, DLF Phase 4, Gurgaon",4,302,7047
Red Mango,Cafe,600," Ambience Mall, Vasant Kunj, New Delhi",4,330,789
Max's Cafe,"Burger, Rolls, Pizza, Sandwich, Wraps, Fast Food, Beverages, Desserts",500," Alpha 2, Greater Noida",4,235,3560
Waffle Fever Cafe,"Fast Food, Desserts",400," Sector 14, Gurgaon",4,209,1898
TADO - The Artisan Deli and Oven,Cafe,1000," Vivanta by Taj, Suraj Kund, Faridabad",4,165,0
Rayna's Cafe,"Cafe, Fast Food, Pizza, Italian, Desserts, Beverages",600," Safdarjung, New Delhi",4,131,382
Baskin Robbins,"Ice Cream, Desserts, Beverages",300," Sector 62, Noida",4,172,582
Mag 'n' Cheese,Fast Food,350," Kamla Nagar, New Delhi",4,245,221
Giani,"Ice Cream, Desserts, Bakery, Beverages",300," Vasant Vihar, New Delhi",4,161,6401
Kay's Chicken Corner,"Mughlai, North Indian, Kebab",800," Pitampura, New Delhi",4,245,344
Moti Dhaba,North Indian,550," Shalimar Bagh, New Delhi",4,259,591
Sugandh,North Indian,500," Daryaganj, New Delhi",4,135,55
Mr.Singh  Pishori Chicken Corner,North Indian,300," Sector 49, Gurgaon",4,90,469
Anand Curry Delite,"North Indian, Mughlai, Chinese, Fast Food, Momos, Rolls",600," PVR Anupam Complex, Saket, New Delhi",4,395,4167
Street Monk - Gourmet Pan Asian,"Chinese, Asian",700," Sector 30, Gurgaon",4,558,4073
The Red Pepper,Pizza,500," Vasundhara, Ghaziabad",4,454,8352
#Waffles,"Desserts, Ice Cream, Fast Food, Beverages",400," Geeta Colony, New Delhi",4,321,3988
Anjuna Garden,"Cafe, North Indian, Chinese",500," Raj Nagar, Ghaziabad",4,422,13400
Vaishno Snacks Corner,North Indian,350," IP Extension, New Delhi",4,277,7761
Classic Pizza Everyday,"Pizza, Fast Food, Beverages",500," Krishna Nagar, New Delhi",4,295,2795
Northern Delights,"North Indian, Mughlai, Chinese, Rolls",900," Indirapuram, Ghaziabad",4,297,2076
Cafe 31,"Street Food, Fast Food, Sandwich, Burger, Italian, Pizza, Desserts, Beverages",500," Sector 31, Gurgaon",4,234,1411
Cafe Maple Street,"Cafe, Bakery, Fast Food, Desserts, Beverages",500," Sector 49, Gurgaon",4,167,767
Black Buck's Coffee,"Fast Food, Beverages",400," DLF Cyber City, Gurgaon",4,196,3
Spice Punch Bistro,"North Indian, Chinese, Fast Food, Momos, Beverages",500," Rohini, New Delhi",4,257,1764
Zaika Of Purani Dilli,"North Indian, Chinese, Mughlai, Biryani",500," Sector 72, Noida",4,178,4202
Punjabi Zaika,"North Indian, Chinese, Mughlai",400," Sector 23, Faridabad",4,248,1879
Middle East Cuisine,Middle Eastern,700," Sector 29, Gurgaon",4,150,132
Lucknow Wale Kababi,"Lucknowi, Kebab, North Indian",600," Sector 135, Noida",4,175,1586
D Streat Cafe,"Italian, Sandwich, Fast Food, Desserts, Beverages",450," Jangpura, New Delhi",4,134,971
Coldpress Company,"Healthy Food, Juices, Salad",500," Omaxe Gurgaon Mall, Gurgaon",4,86,1679
The Desserts Factory,"Bakery, Desserts, Beverages",450," Qutab Plaza, DLF Phase 1, Gurgaon",4,152,61
Curry Ok,"North Indian, Chinese, Mughlai, Beverages",600," Vikaspuri, New Delhi",4,193,237
Flavora,"Cafe, Continental, Italian, North Indian, Healthy Food",800," Sector 57, Gurgaon",4,112,244
Brain Freezers,"Desserts, Ice Cream, Beverages, North Indian, Italian, Fast Food, Street Food",350," NIT, Faridabad",4,194,387
All India Parantha Trail,North Indian,500," Sector 22, Gurgaon",4,78,126
Keshav Food Point,"Street Food, Fast Food, North Indian, Beverages",300," NIT, Faridabad",4,135,341
BBQ Ride,BBQ,400," Sector 49, Gurgaon",4,98,111
Khushboo Vaishno Dhaba,North Indian,200," Model Town 3, New Delhi",4,510,21900
"Foodie Sip ""N"" Bite",Fast Food,300," Ashok Vihar Phase 3, New Delhi",4,208,4412
InstaDozza,South Indian,300," DLF Phase 3, Gurgaon",4,322,6708
Moffle Waffle,"Desserts, Fast Food, Beverages",400," Jail Road, New Delhi",4,268,2845
Chinese King,"Chinese, Momos",650," Karol Bagh, New Delhi",4,290,4188
Grill Inn,"Fast Food, Sandwich, Burmese, Pizza, Italian, Wraps",400," Janakpuri, New Delhi",4,286,1159
Banjarabites,"Rolls, North Indian, Chinese, Beverages",500," Beta 1, Greater Noida",4,228,7033
Rotees n More,"North Indian, Chinese, Rolls, Momos, Mughlai",500," Jaipuria Plaza, Sector 26, Noida, Noida",4,303,2499
Mirch Masala Fast Food,"Chinese, Fast Food",400," Gaur City 1, Greater Noida",4,211,4816
Spoon & Chopsticks,"Chinese, North Indian, Mughlai",600," Sector 63, Noida",4,256,2477
The Punjabi Story,"North Indian, Mughlai, Chinese, Desserts",600," Kalkaji, New Delhi",4,124,1372
CURRYSUM,"North Indian, Mughlai, Chinese",500," Sector 56, Gurgaon",4,151,648
JD's Peezza,"Pizza, Fast Food, Beverages, Burger, Sandwich",450," Indirapuram, Ghaziabad",4,204,1384
Burger Stori,"Burger, Fast Food",450," Sector 43, Gurgaon",4,314,268
The Food Arena,"North Indian, Chinese, Fast Food, Rolls",500," Indirapuram, Ghaziabad",4,225,3635
RC Fresh Juice Bar & Food Point,"Burger, Fast Food, Beverages, Juices",300," Sector 7, Gurgaon",4,174,1123
Lucy Shawarma & Snacks,"Lebanese, Fast Food",300," DLF Phase 3, Gurgaon",4,191,1945
Aapki Apni  Rasoi,"North Indian, Rolls, Chinese",400," Sector 71, Noida",4,308,628
Bhawna Food Corner,"North Indian, Chinese",400," Malviya Nagar, New Delhi",4,290,342
The Big Fuzen,"Chinese, North Indian, Fast Food, Rolls",400," Greater Kailash 3 (GK3), New Delhi",4,133,910
Kitchen Of Joy,"North Indian, Chinese, Kebab",500," Yusuf Sarai, New Delhi",4,127,450
Legend Cafe,"Italian, Fast Food",350," Gaur City 2, Greater Noida",4,153,461
Foodi Shoodi,"Fast Food, Beverages",300," IP Extension, New Delhi",4,185,101
Picazzo,"Pizza, Italian, Continental, Fast Food, Desserts",300," Karol Bagh, New Delhi",4,180,448
Punjabi Kitchen,"North Indian, Chinese, Mughlai",400," DLF Phase 3, Gurgaon",4,175,830
Kick-S-Burger,"Burger, Sandwich, Wraps, Beverages, Fast Food",300," Alpha 2, Greater Noida",4,136,570
Khushboo Vaishno Corner,North Indian,400," Model Town 3, New Delhi",4,195,1129
The Lazy Diner,"North Indian, Mughlai, Biryani, Chinese, Beverages, Desserts",400," Malviya Nagar, New Delhi",4,136,359
Desi Hut,"North Indian, Chinese, Fast Food",350," Sector 31, Gurgaon",4,192,232
Kathi Junction Company,"Rolls, Lebanese",200," Sector 62, Noida",4,113,674
Chatore Nawab,"North Indian, Momos, Rolls, Chinese",500," Subhash Nagar, New Delhi",4,179,169
Bombay Sandwich Company,"Sandwich, Continental, Beverages, Desserts, Street Food",450," Udyog Vihar, Gurgaon",4,82,0
Desi Vdesi Kitchen,"North Indian, Chinese",500," Mayur Vihar Phase 1, New Delhi",4,122,7
Shudh - Pure Veg Restaurant,"North Indian, Chinese",400," DLF Phase 1, Gurgaon",4,103,44
The Pizza Factory,"Pizza, Fast Food, Beverages",300," Sector 53, Gurgaon",4,124,32
Curry Gone Crazy,North Indian,550," South City 1, Gurgaon",4,60,49
Smile Tadka House,"North Indian, Mughlai",300," Uttam Nagar, New Delhi",4,42,75
The Maghico Food Service,North Indian,500," DLF Phase 3, Gurgaon",4,270,8238
Desi We Desi,"North Indian, Chinese",500," Sector 14, Gurgaon",4,157,52
D-11 Foods,North Indian,400," Gaur City 1, Greater Noida",4,182,53
Mughalistan Foods,"Mughlai, North Indian",600," Gaur City 1, Greater Noida",4,94,478
Nagaland Old,"Chinese, Naga, Momos, Beverages",800," Dilli Haat, INA, New Delhi",4,314,0
Creamy Fun Laxmi Ice Cream,"Ice Cream, Desserts",200," Delhi University-GTB Nagar, New Delhi",4,297,37
Noodle Oodle,"Chinese, Asian",700," Ashok Vihar Phase 2, New Delhi",4,199,3647
"Om Bikaner Sweets, Bakery & Restaurant","North Indian, Fast Food, Mithai, Desserts",350," Chhatarpur, New Delhi",4,480,6469
Mr Singh's Tandoori Hut,"North Indian, Chinese, Seafood, Mughlai, Fast Food",600," NIT, Faridabad",4,446,10600
4U,"North Indian, Chinese, Fast Food",450," Sector 72, Noida",4,455,9941
Shudh Vaishno Shanker Dhaba,"North Indian, Rolls",350," Paschim Vihar, New Delhi",4,336,10700
Kaka's Chicken,"North Indian, Mughlai, Biryani, Rolls",600," Sector 56, Gurgaon",4,105,387
Chai Mantra,"Chinese, Fast Food, Beverages, Burger, Tea, Street Food",500," Laxmi Nagar, New Delhi",4,611,10700
South Store,South Indian,400," Sector 14, Gurgaon",4,283,5911
Defence Bakery,"Bakery, Fast Food",400," Sector 41, Noida",4,237,692
Dilli Sweets,"North Indian, Mithai, Chinese, Fast Food",350," Shalimar Bagh, New Delhi",4,322,1083
My Spice Kitchen,"North Indian, Mughlai, Biryani, Bengali",750," Chittaranjan Park, New Delhi",4,811,9662
Arabian Nites,Lebanese,400," Basant Lok Market, Vasant Vihar, New Delhi",4,430,4688
Dominick Pizza,Pizza,500," Gaur City 2, Greater Noida",4,3,64
Taste Of Dilli,"Chinese, North Indian, Momos",500," Harsha Mall, Alpha 1, Greater Noida, Greater Noida",4,579,20600
Shimla Dhaba,"North Indian, Chinese, Mughlai, Kebab",600," Naraina, New Delhi",4,498,9593
Birds On A Wire,"Fast Food, Beverages",300," Prashant Vihar, New Delhi",4,236,205
Manoranjan,"Chinese, Continental, North Indian",500," Sector 5, Gurgaon",4,294,25
The King Of Pizza,"Pizza, Fast Food",450," Sector 49, Noida",4,433,9211
Curry Singh Kitchens,North Indian,600," South City 2, Gurgaon",4,216,233
Zaika-e-Lucknow,"Mughlai, Rolls",400," Panchsheel Square Mall, Crossing Republik, Ghaziabad",4,328,10500
Health Freak's Cafe,"Healthy Food, Salad",400," Sector 28, Faridabad",4,195,1894
Kuldeep Paranthe Wala,North Indian,250," Yusuf Sarai, New Delhi",4,187,4435
Keventers - Milkshakes & Ice Creams,"Beverages, Desserts, Ice Cream",400," DLF Mall of India, Sector 18,  Noida, Noida",4,329,2155
Pandit Ji Ka Dhaba,North Indian,350," Rohini, New Delhi",4,515,2794
Caribbean Pizza,"Pizza, Fast Food, Ice Cream",500," Sohna Road, Gurgaon",4,192,1132
Bo Tai - Switch,"Asian, Thai, Chinese, Pizza",2500," Parliament Street, New Delhi",3.9,153,0
Evergreen Sweet House,"Continental, South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages",500," Green Park, New Delhi",3.9,2145,14
1 Oak Cafe & Bar,"Continental, Italian, Chinese, North Indian",1600," Defence Colony, New Delhi",3.9,1647,626
Cafe StayWoke,"Continental, Fast Food, Beverages",1500," Golf Course Extension, Gurgaon",3.9,103,0
Saga - Cuisines Of India,"Modern Indian, North Indian, Desserts, Mughlai",3000," Golf Course Road, Gurgaon",3.9,66,0
Tera Vita,"Continental, Italian",1200," Khan Market, New Delhi",3.9,216,14
Unwind by Amuse House,"North Indian, Chinese, Continental, Italian",1800," Khel Gaon Marg, New Delhi",3.9,292,2
Cafe Reed,"North Indian, Continental, Bakery, Desserts, Asian, Ice Cream, Beverages",1700," Two Horizon Center, Golf Course Road, Gurgaon",3.9,160,43
Angooor,"North Indian, Continental, Asian, Italian, Beverages",1200," Punjabi Bagh, New Delhi",3.9,199,0
Harajuku Tokyo Cafe,"Cafe, Japanese, Sushi, Desserts, Asian",800," Select Citywalk Mall, Saket, New Delhi",3.9,154,200
Moets Curry Leaf,"North Indian, Mughlai, Biryani, Rolls, Desserts, Seafood",1500," Defence Colony Main Market, Defence Colony, New Delhi",3.9,378,1762
Mesa Wine Bistro,"European, Continental, Salad, Italian",1500," Worldmark 3, Aerocity, New Delhi",3.9,126,4
The Art House Restaurant,"Cafe, Continental, Kebab, Asian, North Indian, Fast Food, Beverages",1800," Connaught Place, New Delhi",3.9,868,44
Empress Delhi,"North Indian, Chinese, Continental, Mughlai",800," Rajouri Garden, New Delhi",3.9,240,40
Rooftop - The View,"North Indian, South Indian, Continental, Italian, Asian, Desserts, Beverages",2800," Kaushambi, Ghaziabad",3.9,130,0
The Tandoori Village,"North Indian, Mughlai, Italian, Chinese, Beverages",1500," Sector 18, Noida",3.9,491,127
Altogether Experimental A.T.E,"Cafe, Continental, Healthy Food, Desserts, Beverages",1400," Saket, New Delhi",3.9,92,93
Greetoz,"Cafe, Chinese, Fast Food, North Indian, Continental",650," Delhi University-GTB Nagar, New Delhi",3.9,136,33
"Grappa - Shangri-La's - Eros Hotel, New Delhi","Italian, Finger Food, Salad",3500," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",3.9,182,0
DnD,"Chinese, North Indian, Mughlai",950," Sector 6, Dwarka, New Delhi",3.9,311,171
Jen & Cha's,"American, Italian, Mexican, Beverages, Desserts, Salad, Cafe",800," Starling Mall, Sector 110, Noida, Noida",3.9,106,68
MIC Drop,"North Indian, Chinese, Italian, Continental",2000," South Extension 2, New Delhi",3.9,204,0
Classic Caterer's,Street Food,200," Rohini, New Delhi",3.9,258,9033
Manjeet Restaurant,"North Indian, Mughlai, Chinese, Rolls",600," Jail Road, New Delhi",3.9,935,12100
Garam Dharam,"North Indian, Chinese",1800," Sector 18, Noida",3.9,526,235
RDX Reloaded,"Mughlai, North Indian, Chinese, Beverages",800," Safdarjung, New Delhi",3.9,711,2017
Kutumb,"North Indian, Chinese, Continental, Desserts",800," South City 2, Gurgaon",3.9,233,84
Hungry Tau,"North Indian, Chinese, Fast Food, Beverages",600," DLF Phase 1, Gurgaon",3.9,158,204
Infinity - Crowne Plaza,"Italian, North Indian, Continental, Beverages",3000," Crowne Plaza, Mayur Vihar Phase 1, New Delhi",3.9,297,9
Cha-Shi,"Asian, Desserts, Beverages",1800," DLF Emporio Mall, Vasant Kunj, New Delhi",3.9,239,2
Chilli Singh,"Chinese, Thai, Seafood",800," Green Park, New Delhi",3.9,160,2148
"Chai Lelo - Chai, Snacks & More","Tea, Beverages, Fast Food, Street Food",300," Green Park, New Delhi",3.9,119,69
TBH - The Big House Cafe,"Cafe, North Indian, Chinese, Continental",700," Satyaniketan, New Delhi",3.9,437,283
Mughal Cuisine Foods,"Mughlai, North Indian, Fast Food, Beverages",1000," Jasola, New Delhi",3.9,155,1550
Kulcha Republic,North Indian,350," Karol Bagh, New Delhi",3.9,83,206
Le Winkies,"Sandwich, Fast Food, Pizza, Street Food, Beverages",300," Raj Nagar, Ghaziabad",3.9,69,303
Brownie Heaven,Desserts,300," Punjabi Bagh, New Delhi",3.9,79,62
Brews N Bagels,"Cafe, Beverages, Panini, Sandwich, Burger, Italian, Rolls",1000," Sector 50, Gurgaon",3.9,148,109
Maamouche's Alchemy Bar,"North Indian, Pizza, Bar Food, Kebab",1200," Starling Mall, Sector 110, Noida, Noida",3.9,188,104
Chai Sutta Bar,"Beverages, Fast Food, Tea",350," Satyaniketan, New Delhi",3.9,72,61
CAARA at Ogaan,"European, Mediterranean, Healthy Food, Beverages, Pasta, Bakery",1800," Chanakyapuri, New Delhi",3.9,81,84
Right Choice Food Hub,"North Indian, Street Food, Chinese, Fast Food, Pizza, Beverages",450," Shahdara, New Delhi",3.9,49,179
Sita Ram Diwan Chand,"North Indian, Street Food",300," Paschim Vihar, New Delhi",3.9,611,9977
Onety One,"Fast Food, Burger, Beverages",600," DLF Phase 4, Gurgaon",3.9,65,47
Ds Dosa Factory,"South Indian, Chinese, North Indian, Beverages",600," Connaught Place, New Delhi",3.9,75,18
Lust - Radisson Blu Kaushambi Delhi NCR,Finger Food,1500," Radisson Blu Hotel, Kaushambi, Ghaziabad",3.9,125,0
The Chaap Factory,"Chinese, North Indian, Momos, Fast Food",450," Geeta Colony, New Delhi",3.9,123,757
Green Vatika,"North Indian, Chinese, Fast Food, Mughlai, Beverages",1200," Rohini, New Delhi",3.9,272,407
Shagun Sweets,"Mithai, Street Food, Desserts",300," Laxmi Nagar, New Delhi",3.9,67,501
Miglani Eating House,"North Indian, Chinese",600," Mukherjee Nagar, New Delhi",3.9,387,3751
Gola Sizzlers - Naresh Gola Group,"Chinese, North Indian, Mughlai, Italian, Fast Food, Beverages",1600," Preet Vihar, New Delhi",3.9,57,9
Late Lateefe,"North Indian, Mughlai, Chinese",300," Laxmi Nagar, New Delhi",3.9,114,1101
Nanking,"Chinese, Seafood, Asian",2000," Vasant Kunj, New Delhi",3.9,544,1981
Bikaner's Sweets,"Mithai, Street Food, Desserts, South Indian",300," Indirapuram, Ghaziabad",3.9,203,11300
Laguna,Chinese,500," Yashwant Place Commercial Complex, Chanakyapuri, New Delhi",3.9,203,87
Raj Mahal Delux,"North Indian, Mughlai, Chinese",700," Old Railway Road, Gurgaon",3.9,271,0
Amici Cafe,"Cafe, Italian, Salad, Fast Food, Beverages, Pizza",1200," Defence Colony Main Market, Defence Colony, New Delhi",3.9,1130,5012
Punjabi Zaika,"North Indian, Mughlai, Chinese, Kebab",500," Chittaranjan Park, New Delhi",3.9,344,4790
Bars N Beans,"Cafe, Desserts, Fast Food, Beverages, Bakery",300," Model Town 1, New Delhi",3.9,95,20
Amar Shonar Bangla,"Bengali, North Indian, Seafood",700," Chittaranjan Park, New Delhi",3.9,596,14300
The Prizm,"North Indian, Chinese",1500," Sector 7, Dwarka, New Delhi",3.9,159,139
Puran Dhaba,North Indian,200," Ashok Vihar Phase 1, New Delhi",3.9,563,39600
FKC,"North Indian, Rolls",400," Zakir Nagar, New Delhi",3.9,340,80
Routine Affaire Bar and Kitchen,"Cafe, Italian, Mexican, American",1500," MG Road, New Delhi",3.9,234,10
@ Links - Radisson Blu,"Finger Food, Pizza, Beverages",4500," Radisson Blu, Sector 18, Noida, Noida",3.9,187,0
The Dosa King,"South Indian, North Indian, Chinese",550," Chander Nagar, Ghaziabad",3.9,354,733
Gyros Kebab And Grill,"Kebab, Fast Food, Mughlai, North Indian, Chinese",800," Sector 135, Noida",3.9,196,146
Hot Spot Mini Shop,"Italian, Chinese, Sandwich, Fast Food, Beverages, Pizza",400," Sector 11, Dwarka, New Delhi",3.9,103,350
Dilkhush Food Plaza,"North Indian, Mughlai, Chinese, Rolls",650," Paschim Vihar, New Delhi",3.9,490,2830
Dhaba Cash 'N' Curry Kitchen,"North Indian, Mughlai",450," Mahipalpur, New Delhi",3.9,249,4611
Forest House Cafe,"North Indian, Chinese, Continental, Fast Food, Beverages",500," Sector 17, Dwarka, New Delhi",3.9,69,4
